contact_id,message,dir,emotion
user_5447,love_81 nowadays?,sent,love
user_5448,love_34,sent,love
user_5449,love_56 all the time. Get it?,sent,love
user_5450,love_63!?,sent,love
user_5451,love_63 seriously. Know what I mean?!?,sent,love
user_5452,"By the way, absolutely love_30. Understand?!",sent,love
user_5453,LOVE INCREDIBLY MOOD RIGHT NOW!?,sent,love
user_5454,"By the way, love_16 no cap",sent,love
user_5455,love_32 believe me,sent,love
user_5456,love_34 nowadays,sent,love
user_5457,love_45!,sent,love
user_5458,love_63 trust me. Isn't it?,sent,love
user_5459,love_7.,sent,love
user_5460,love_75. You feel me?...,sent,love
user_5461,love_46,sent,love
user_5462,love_94 for real all the time.,sent,love
user_5463,love_61 at the moment lately,sent,love
user_5464,love_72 dude.,sent,love
user_5465,"Listen, love_71 damn",sent,love
user_5466,love_78,sent,love
user_5467,love_8!!,sent,love
user_5468,love_11,sent,love
user_5469,"Look, crazy love_40 no cap",sent,love
user_5470,love_94 you know,sent,love
user_5471,LOVE_53 DUDE CURRENTLY,sent,love
user_5472,This is love. Isn't it?.,sent,love
user_5473,love_51!?,sent,love
user_5474,love_67 this moment. Right?!?,sent,love
user_5475,love_18 you know currently,sent,love
user_5476,love_3,sent,love
user_5477,love_15 dude. Understand?!?,sent,love
user_5478,LOVE_4 DAMN?,sent,love
user_5479,"Hey, love_42 man",sent,love
user_5480,"actually, love_65 you know. get it?",sent,love
user_5481,love_54!?,sent,love
user_5482,love_32!?,sent,love
user_5483,love_31,sent,love
user_5484,love_64 at the moment. Don't you think?,sent,love
user_5485,"You know what, love_4. See what I'm saying?",sent,love
user_5486,love_65,sent,love
user_5487,"For real, love_50 damn this moment",sent,love
user_5488,love_72 right now. Don't you think?,sent,love
user_5489,love_14,sent,love
user_5490,"No so joke, love_81 damn recently. Understand?",sent,love
user_5491,love_85 trust me. See what I'm saying?,sent,love
user_5492,love_35. Agree??,sent,love
user_5493,LOVE_69 BELIEVE ME!!,sent,love
user_5494,love_32 honestly?,sent,love
user_5495,love_1 today...,sent,love
user_5496,love_57 for real forever,sent,love
user_5497,love_41 lately,sent,love
user_5498,"Trust me, love_71 lately. Agree?!!",sent,love
user_5499,"For mega real, love_87 no cap never",sent,love
user_5500,LOVE_88...,sent,love
user_5501,love_56 every day. See what I'm saying?.,sent,love
user_5502,LOVE_68 DUDE!?,sent,love
user_5503,love_82 you know all the time,sent,love
user_5504,"Listen, love_93 dude",sent,love
user_5505,I feel love man,sent,love
user_5506,This is love at the moment.,sent,love
user_5507,love_92 lately,sent,love
user_5508,This insanely is love,sent,love
user_5509,"Trust me, feeling love right now",sent,love
user_5510,love_11. Know what I mean?,sent,love
user_5511,love_52.,sent,love
user_5512,"Hey, completely love_48. Don't you think??",sent,love
user_5513,love_88,sent,love
user_5514,LOVE_92 CURRENTLY,sent,love
user_5515,love_13. Get it?,sent,love
user_5516,love_41 seriously. Understand?,sent,love
user_5517,love_37 believe me recently,sent,love
user_5518,"Honestly, love_91 honestly this moment...",sent,love
user_5519,love_11 no cap,sent,love
user_5520,LOVE_10 CONSTANTLY,sent,love
user_5521,"I SO HAVE TO TELL YOU, LOVE_71 FOREVER",sent,love
user_5522,"Just so you know, love_20",sent,love
user_5523,love_23 today,sent,love
user_5524,"TO BE MEGA FRANK, LOVE_51. GET IT??",sent,love
user_5525,"just so you so know, love_83",sent,love
user_5526,love_36 believe me,sent,love
user_5527,"Just so you know, love_47 man...",sent,love
user_5528,love_8,sent,love
user_5529,"I SWEAR, LOVE_67 AT THE MOMENT 24/7!?",sent,love
user_5530,"Actually, love_70",sent,love
user_5531,Feeling love. Agree?.,sent,love
user_5532,love_23. Understand?,sent,love
user_5533,"ACTUALLY, CRAZY LOVE_85 RIGHT NOW 24/7!!",sent,love
user_5534,love_89. See what I'm saying?.,sent,love
user_5535,love_89 forever,sent,love
user_5536,LOVE_6 I SWEAR!?,sent,love
user_5537,feeling love for real nowadays,sent,love
user_5538,love_12 you know!,sent,love
user_5539,Feeling completely love!!,sent,love
user_5540,love_80...,sent,love
user_5541,love_39,sent,love
user_5542,"Actually, insanely love_44 today. Right?",sent,love
user_5543,"to be frank, love_31",sent,love
user_5544,love_64 dude lately. Understand?,sent,love
user_5545,"You know very what, i feel love you know",sent,love
user_5546,THIS IS LOVE NO CAP,sent,love
user_5547,love_18,sent,love
user_5548,"no joke, love_14 at the moment",sent,love
user_5549,love_21 you know recently!?,sent,love
user_5550,"I must say, i feel insanely love",sent,love
user_5551,love_33,sent,love
user_5552,"TO REALLY BE FRANK, LOVE_40 RIGHT NOW. SEE WHAT I'M SAYING?!",sent,love
user_5553,"I MUST SAY, LOVE_10. KNOW WHAT I MEAN?!!",sent,love
user_5554,love_73 at the moment every day. Right?,sent,love
user_5555,"I completely swear, love_66 this moment. Understand?!",sent,love
user_5556,love_5 every day,sent,love
user_5557,"You know what, love_2. See what I'm saying?",sent,love
user_5558,"Actually, love_10 man",sent,love
user_5559,love_50 I swear!!,sent,love
user_5560,love_68. See what I'm saying?.,sent,love
user_5561,love_1 24/7...,sent,love
user_5562,love_44?,sent,love
user_5563,"To really be frank, love_38!!",sent,love
user_5564,"i must say, love_13 forever",sent,love
user_5565,LOVE_25 SERIOUSLY FOREVER!?,sent,love
user_5566,"BELIEVE ME, LOVE_86 TRUST ME...",sent,love
user_5567,LOVE_21 FOR REAL NOWADAYS,sent,love
user_5568,love_37,sent,love
user_5569,love_10.,sent,love
user_5570,love_68,sent,love
user_5571,love_79 believe me constantly!!,sent,love
user_5572,"Look, very love_89",sent,love
user_5573,love_94,sent,love
user_5574,LOVE_15. AGREE?...,sent,love
user_5575,love_16,sent,love
user_5576,love_93. get it?,sent,love
user_5577,love_24!,sent,love
user_5578,love_26 honestly,sent,love
user_5579,I so feel love at the moment,sent,love
user_5580,love_55,sent,love
user_5581,"Seriously, crazy love_83 every day. Isn't it?...",sent,love
user_5582,love_55...,sent,love
user_5583,love_42!?,sent,love
user_5584,"For crazy real, love_40 honestly",sent,love
user_5585,"By crazy the way, love_52. Understand?",sent,love
user_5586,"hey, incredibly love_33 forever",sent,love
user_5587,"Look, love_12 no cap...",sent,love
user_5588,"YOU INSANELY KNOW WHAT, LOVE_55 CURRENTLY.",sent,love
user_5589,love_64 man?,sent,love
user_5590,"Seriously, love_60!?",sent,love
user_5591,"Just so you know, love_93 all the time.",sent,love
user_5592,"BY THE WAY, LOVE_45 ALWAYS",sent,love
user_5593,love_5...,sent,love
user_5594,love_29,sent,love
user_5595,"Actually, incredibly love_68 for real constantly!?",sent,love
user_5596,love_40 no cap,sent,love
user_5597,LOVE_25 AT THE MOMENT EVERY DAY...,sent,love
user_5598,love_27 recently,sent,love
user_5599,love_13!,sent,love
user_5600,"NO JOKE, LOVE_65. RIGHT?!?",sent,love
user_5601,love_94!?,sent,love
user_5602,love_19 lately!!,sent,love
user_5603,"I have to tell super you, love_3 right now.",sent,love
user_5604,"Look, crazy love_53 never",sent,love
user_5605,"Listen, really love_25 I swear!!",sent,love
user_5606,love_58 forever,sent,love
user_5607,love_64,sent,love
user_5608,"You know what, love_15",sent,love
user_5609,"Believe incredibly me, love_50",sent,love
user_5610,"Just so you know, love_66. Agree?.",sent,love
user_5611,love_46 believe me,sent,love
user_5612,love_57 no cap,sent,love
user_5613,"honestly, so love_71",sent,love
user_5614,love_79 no cap,sent,love
user_5615,love_70 I swear. Don't you think?!,sent,love
user_5616,love_62 man. Know what I mean?,sent,love
user_5617,love_64 today. Understand?...,sent,love
user_5618,"Hey, extremely love_11. See what I'm saying?",sent,love
user_5619,love_2 no cap,sent,love
user_5620,"by the way, love_90?",sent,love
user_5621,love_26 trust me,sent,love
user_5622,"HEY, LOVE_69",sent,love
user_5623,"Trust utterly me, love_5!",sent,love
user_5624,love_9 man every day.,sent,love
user_5625,love_57 believe me!?,sent,love
user_5626,love_86 man,sent,love
user_5627,love_82 bro constantly,sent,love
user_5628,"I swear, absolutely love_17 right now!",sent,love
user_5629,love_38 always?,sent,love
user_5630,"By the way, mega love_63",sent,love
user_5631,love_79 constantly,sent,love
user_5632,love_66.,sent,love
user_5633,love_6 man,sent,love
user_5634,love_60 dude. Right?,sent,love
user_5635,love_48 all the time,sent,love
user_5636,LOVE_80. YOU FEEL ME?...,sent,love
user_5637,love_81 dude!!,sent,love
user_5638,"Seriously, utterly love_2 man?",sent,love
user_5639,"Honestly, love_12",sent,love
user_5640,Feeling love this moment. You feel me??,sent,love
user_5641,love_5 no cap always,sent,love
user_5642,love_37. You feel me?,sent,love
user_5643,"Just so you know, love_22 no cap. Right?",sent,love
user_5644,love_89 I swear,sent,love
user_5645,love_36 right now!!,sent,love
user_5646,love_73,sent,love
user_5647,love_19 dude.,sent,love
user_5648,love_1 damn constantly!,sent,love
user_5649,love_41,sent,love
user_5650,"Actually, love_58 at the moment every day. Isn't it?!!",sent,love
user_5651,love_61!?,sent,love
user_5652,"I mega swear, love_51...",sent,love
user_5653,love_20 right now. Agree?,sent,love
user_5654,LOVE_17 TODAY RECENTLY,sent,love
user_5655,"You know totally what, love_40...",sent,love
user_5656,"Listen, mega love_62 constantly",sent,love
user_5657,"believe me, so love_24 always!?",sent,love
user_5658,love_69,sent,love
user_5659,love_21 believe me?,sent,love
user_5660,"LISTEN, SUPER LOVE_10",sent,love
user_5661,love_29!!,sent,love
user_5662,"honestly, really love_4",sent,love
user_5663,"I swear, love_73 today. Agree??",sent,love
user_5664,"You know absolutely what, love_44 no cap. Isn't it?",sent,love
user_5665,love_66 damn,sent,love
user_5666,"I insanely have to tell you, love_31 constantly!?",sent,love
user_5667,"I totally have to tell you, love_49 man currently",sent,love
user_5668,"You know what, so truly love bro",sent,love
user_5669,love_24 man recently,sent,love
user_5670,"ACTUALLY, LOVE MOOD...",sent,love
user_5671,"Hey, love_18!",sent,love
user_5672,love_67,sent,love
user_5673,love_24 nowadays!!,sent,love
user_5674,"I HAVE TO TELL YOU, LOVE_78",sent,love
user_5675,"Seriously, extremely love_80 right now!!",sent,love
user_5676,love_92!!,sent,love
user_5677,love_3 trust me always. Isn't it?!,sent,love
user_5678,love_47 always. Agree?,sent,love
user_5679,love_88 today constantly,sent,love
user_5680,"Seriously, love_91 no cap this moment...",sent,love
user_5681,LOVE_17.,sent,love
user_5682,love_82.,sent,love
user_5683,love_70...,sent,love
user_5684,LOVE_90 EVERY DAY,sent,love
user_5685,love_57!?,sent,love
user_5686,love_34 honestly right now. Agree?,sent,love
user_5687,love_46!?,sent,love
user_5688,LOVE_3!!,sent,love
user_5689,LOVE_35,sent,love
user_5690,love_53 seriously nowadays. Agree?.,sent,love
user_5691,love_12,sent,love
user_5692,LOVE_50 DUDE CURRENTLY.,sent,love
user_5693,LOVE_61!,sent,love
user_5694,love_42. Don't you think?,sent,love
user_5695,"For real, love_16 trust me nowadays. Know what I mean?",sent,love
user_5696,"To be frank, love_28",sent,love
user_5697,love_80 right now,sent,love
user_5698,So ridiculously love constantly,sent,love
user_5699,"Honestly, so love_8.",sent,love
user_5700,"TO BE FRANK, LOVE_0 TODAY. DON'T YOU THINK?",sent,love
user_5701,"Listen, insanely love_61",sent,love
user_5702,love_27 every day,sent,love
user_5703,I absolutely feel love. Understand?,sent,love
user_5704,love_76!,sent,love
user_5705,love_85 24/7,sent,love
user_5706,"No joke, love_14 bro...",sent,love
user_5707,love_75!,sent,love
user_5708,"Look, love_70 24/7",sent,love
user_5709,"Honestly, love_11.",sent,love
user_5710,"Trust me, love_93 trust me",sent,love
user_5711,"Trust me, so love_52 you know",sent,love
user_5712,love_71,sent,love
user_5713,love_76. Agree?!,sent,love
user_5714,LOVE_37 FOR REAL...,sent,love
user_5715,love_5 trust me...,sent,love
user_5716,"Hey, love_6. Know what I mean?",sent,love
user_5717,"For real, love_64 today!",sent,love
user_5718,"To ridiculously be frank, love_2 trust me. Agree?",sent,love
user_5719,So truly love no cap this moment. See what I'm saying?,sent,love
user_5720,Love mood,sent,love
user_5721,love_0!?,sent,love
user_5722,love_22 dude currently. Don't you think?.,sent,love
user_5723,love_30 currently,sent,love
user_5724,love_0 bro recently,sent,love
user_5725,"SERIOUSLY, LOVE_62 BELIEVE ME ALL THE TIME",sent,love
user_5726,LOVE_79 BRO THIS MOMENT?,sent,love
user_5727,love_11. You feel me?!?,sent,love
user_5728,love_34. See what I'm saying?!?,sent,love
user_5729,"Believe me, totally love_32 right now 24/7...",sent,love
user_5730,"Honestly, love_33...",sent,love
user_5731,love_72. See what I'm saying?,sent,love
user_5732,I feel love.,sent,love
user_5733,love_13 for real recently. See what I'm saying?,sent,love
user_5734,"TRUST ME, SO LOVE_49 BELIEVE ME",sent,love
user_5735,"To be frank, love_9!",sent,love
user_5736,"Honestly, completely love_37.",sent,love
user_5737,love_76...,sent,love
user_5738,Feeling really love today!!,sent,love
user_5739,love_67 no cap lately,sent,love
user_5740,love_65 for real,sent,love
user_5741,love_8 honestly always. Don't you think?,sent,love
user_5742,love_81?,sent,love
user_5743,"Just so you know, absolutely love_27 I swear.",sent,love
user_5744,"By the way, love_17!?",sent,love
user_5745,"No joke, love_83 at the moment",sent,love
user_5746,love_53...,sent,love
user_5747,"To be insanely frank, love_30. Know what I mean?.",sent,love
user_5748,"Look, love_90. Don't you think?!!",sent,love
user_5749,"To be frank, love_44 always!?",sent,love
user_5750,love_51,sent,love
user_5751,love_19.,sent,love
user_5752,"Listen, love_23. Get it?",sent,love
user_5753,"Believe me, so love_38 bro. Isn't it?",sent,love
user_5754,"Honestly, so extremely love damn this moment. Don't you think?",sent,love
user_5755,love_78 I swear!!,sent,love
user_5756,love_36 forever. Understand?,sent,love
user_5757,love_23. Get it?,sent,love
user_5758,LOVE_59 NO CAP...,sent,love
user_5759,"NO JOKE, LOVE_38. AGREE?",sent,love
user_5760,love_77,sent,love
user_5761,"I swear, completely love_11 believe me 24/7",sent,love
user_5762,love_32,sent,love
user_5763,"Hey, ridiculously love_87",sent,love
user_5764,LOVE_1,sent,love
user_5765,"Trust utterly me, love_66 I swear.",sent,love
user_5766,LOVE_55 BRO,sent,love
user_5767,love_40 24/7. Know what I mean?,sent,love
user_5768,"Hey, very love_45 recently. Don't you think?",sent,love
user_5769,"HEY, TRULY LOVE_59 RIGHT NOW?",sent,love
user_5770,"Look, completely love_91 at the moment",sent,love
user_5771,love_0 dude,sent,love
user_5772,love_47 currently,sent,love
user_5773,love_82,sent,love
user_5774,LOVE_29,sent,love
user_5775,"Trust me, love_50 at the moment",sent,love
user_5776,love_72,sent,love
user_5777,love_21 damn right now?,sent,love
user_5778,LOVE_94 CONSTANTLY. RIGHT?,sent,love
user_5779,"Honestly, love_42.",sent,love
user_5780,"I must utterly say, love_47...",sent,love
user_5781,love_29 at the moment forever. Know what I mean?!,sent,love
user_5782,love_52 for real...,sent,love
user_5783,love_53.,sent,love
user_5784,love_68 right now...,sent,love
user_5785,love_43,sent,love
user_5786,"I must say, love_92 honestly never!",sent,love
user_5787,"Look, absolutely love_78 right now?",sent,love
user_5788,love_88 trust me.,sent,love
user_5789,love_33?,sent,love
user_5790,love_83 man. Know what I mean?!?,sent,love
user_5791,"Hey, love_36!!",sent,love
user_5792,love_74!,sent,love
user_5793,"Just so you know, love_41",sent,love
user_5794,love_49 currently. Don't you think?,sent,love
user_5795,"Hey, incredibly love_87 no cap!",sent,love
user_5796,love_46 you know...,sent,love
user_5797,love_42 constantly,sent,love
user_5798,LOVE_77. ISN'T IT?,sent,love
user_5799,love_83. Right?,sent,love
user_5800,love_51.,sent,love
user_5801,love_77 for real every day,sent,love
user_5802,LOVE_67 BRO. KNOW WHAT I MEAN?,sent,love
user_5803,"NO JOKE, LOVE_19",sent,love
user_5804,"Listen, love_88. You feel me?.",sent,love
user_5805,"For real, love_80",sent,love
user_5806,love_55 never,sent,love
user_5807,"Believe me, love_1!",sent,love
user_5808,love_5 never!,sent,love
user_5809,"To be frank, love_28 dude all the time!!",sent,love
user_5810,love_87 at the moment,sent,love
user_5811,"Actually, love_77",sent,love
user_5812,love_23 no cap!?,sent,love
user_5813,I feel love,sent,love
user_5814,love_40,sent,love
user_5815,LOVE_38. KNOW WHAT I MEAN?,sent,love
user_5816,love_68!,sent,love
user_5817,love_29. Isn't it?!?,sent,love
user_5818,love_10 honestly. See what I'm saying?,sent,love
user_5819,"I SWEAR, EXTREMELY LOVE_91. SEE WHAT I'M SAYING?",sent,love
user_5820,love_57,sent,love
user_5821,"I MUST EXTREMELY SAY, LOVE_67!",sent,love
user_5822,love_53!!,sent,love
user_5823,"To be frank, love_31 believe me",sent,love
user_5824,love_2 believe me all the time,sent,love
user_5825,"Look, love_60. Get it?...",sent,love
user_5826,"I must absolutely say, love_62 I swear lately",sent,love
user_5827,love_32 for real forever.,sent,love
user_5828,LOVE_53 YOU KNOW!?,sent,love
user_5829,love_36 dude constantly. Isn't it?.,sent,love
user_5830,"To be frank, love_24 forever",sent,love
user_5831,"i must say, love_69. know what i mean?",sent,love
user_5832,"Just so you incredibly know, love_66 you know forever!?",sent,love
user_5833,love_79 believe me,sent,love
user_5834,"Honestly, love_33 never",sent,love
user_5835,love_76!?,sent,love
user_5836,"Just so you totally know, love_74 24/7.",sent,love
user_5837,love_77 bro!,sent,love
user_5838,LOVE_84 ALWAYS?,sent,love
user_5839,"JUST SO YOU KNOW, LOVE_86 RIGHT NOW!?",sent,love
user_5840,LOVE_21.,sent,love
user_5841,"I swear, love_16 all the time",sent,love
user_5842,"You know what, love_28 honestly...",sent,love
user_5843,"Actually, so love_93",sent,love
user_5844,LOVE_43 THIS MOMENT. ISN'T IT?!!,sent,love
user_5845,love_9!!,sent,love
user_5846,THIS IS TOTALLY LOVE SERIOUSLY,sent,love
user_5847,"Listen, insanely love_35",sent,love
user_5848,love_20,sent,love
user_5849,"I have to super tell you, love_90 believe me.",sent,love
user_5850,LOVE_75 YOU KNOW?,sent,love
user_5851,"NO JOKE, LOVE_86 MAN!!",sent,love
user_5852,love_48,sent,love
user_5853,"Trust me, very love_39?",sent,love
user_5854,"Believe me, love_9 damn!",sent,love
user_5855,love_86 believe me,sent,love
user_5856,So totally love currently,sent,love
user_5857,love_81 I swear.,sent,love
user_5858,love_82!?,sent,love
user_5859,LOVE_74 RIGHT NOW. YOU FEEL ME?,sent,love
user_5860,love_8...,sent,love
user_5861,love_72 believe me all the time. Right?.,sent,love
user_5862,LOVE_90?,sent,love
user_5863,love_86,sent,love
user_5864,love_16!,sent,love
user_5865,love_91,sent,love
user_5866,love_72 believe me. You feel me?,sent,love
user_5867,love_4!,sent,love
user_5868,love_33 today?,sent,love
user_5869,love_57 no cap all the time. Isn't it?,sent,love
user_5870,love_76 at the moment constantly. Get it?!!,sent,love
user_5871,"By incredibly the way, love_3 today?",sent,love
user_5872,"I have to tell you, ridiculously love_37. Don't you think?",sent,love
user_5873,love_58,sent,love
user_5874,love_92,sent,love
user_5875,"Listen, love_5 I swear?",sent,love
user_5876,love_12 constantly!?,sent,love
user_5877,love_26 dude forever!,sent,love
user_5878,love_36. Agree?,sent,love
user_5879,"trust me, love_74!!",sent,love
user_5880,"NO JOKE, LOVE_63",sent,love
user_5881,love_58 honestly all the time!,sent,love
user_5882,"YOU KNOW WHAT, LOVE_83 YOU KNOW",sent,love
user_5883,love_83 every day. Understand?,sent,love
user_5884,LOVE_37 TRUST ME...,sent,love
user_5885,love_38,sent,love
user_5886,"Trust me, love_58 seriously...",sent,love
user_5887,love_23 all the time...,sent,love
user_5888,love_10 for real,sent,love
user_5889,love_7. Know what I mean?,sent,love
user_5890,"Listen, love_13 seriously!",sent,love
user_5891,"For insanely real, love_20!!",sent,love
user_5892,LOVE_44 EVERY DAY,sent,love
user_5893,love_47,sent,love
user_5894,love_60 seriously?,sent,love
user_5895,love_61 right now this moment. Know what I mean?.,sent,love
user_5896,"I have to tell you, love_72 bro!?",sent,love
user_5897,"Trust me, so love_35. Know what I mean?",sent,love
user_5898,"You know what, love_16.",sent,love
user_5899,"Listen, totally love_18",sent,love
user_5900,love_15 damn?,sent,love
user_5901,"Honestly, love_36!?",sent,love
user_5902,"To be frank, extremely love_80 man. Isn't it?!",sent,love
user_5903,"I must say, love_68!?",sent,love
user_5904,love_33!?,sent,love
user_5905,"Trust me, love_54",sent,love
user_5906,love_27. Right?!!,sent,love
user_5907,"Hey, completely love_69 nowadays",sent,love
user_5908,love_56 trust me,sent,love
user_5909,"Just so you know, really love_10. Get it?...",sent,love
user_5910,love_63. Understand?,sent,love
user_5911,love_70 right now,sent,love
user_5912,love_81 nowadays!?,sent,love
user_5913,"You truly know what, love_22!",sent,love
user_5914,love_57...,sent,love
user_5915,love_27!,sent,love
user_5916,love_35 for real always. Isn't it?,sent,love
user_5917,"No joke, love_38",sent,love
user_5918,love_75,sent,love
user_5919,"ACTUALLY, EXTREMELY LOVE_84",sent,love
user_5920,"To be frank, love_84 never?",sent,love
user_5921,"BELIEVE ME, LOVE MOOD MAN 24/7!?",sent,love
user_5922,love_85 believe me all the time. agree?!!,sent,love
user_5923,LOVE_19 NEVER,sent,love
user_5924,love_13,sent,love
user_5925,love_14 damn. See what I'm saying?...,sent,love
user_5926,love_61,sent,love
user_5927,"No joke, love_56 trust me.",sent,love
user_5928,love_25?,sent,love
user_5929,"I have to tell you, love_20!?",sent,love
user_5930,"Seriously, love_88 right now. Don't you think?",sent,love
user_5931,love_9,sent,love
user_5932,love_15.,sent,love
user_5933,"To be frank, completely love_21 man. Agree?!!",sent,love
user_5934,"HEY, LOVE_63 FOR REAL NOWADAYS",sent,love
user_5935,love_82 constantly,sent,love
user_5936,"Just so you know, love_5",sent,love
user_5937,love_10 for real. Get it??,sent,love
user_5938,"Believe very me, love_71 forever.",sent,love
user_5939,love_68!?,sent,love
user_5940,"Honestly, love_75 never!!",sent,love
user_5941,love_28 today?,sent,love
user_5942,"TO BE FRANK, LOVE_66. GET IT?",sent,love
user_5943,"You know what, i feel utterly love no cap?",sent,love
user_5944,So so love!?,sent,love
user_5945,"For real, love mood",sent,love
user_5946,love_7. Don't you think?!,sent,love
user_5947,"To ridiculously be frank, love_51",sent,love
user_5948,"LISTEN, VERY LOVE_60 HONESTLY NOWADAYS",sent,love
user_5949,love_8. Know what I mean?,sent,love
user_5950,"Just so you know, love_44 man",sent,love
user_5951,love_70,sent,love
user_5952,love_44. understand?,sent,love
user_5953,love_54,sent,love
user_5954,"I HAVE TO TELL YOU, LOVE_23",sent,love
user_5955,love_76,sent,love
user_5956,love_14...,sent,love
user_5957,"Honestly, utterly feeling love forever...",sent,love
user_5958,love_37 bro!?,sent,love
user_5959,"For real, love_11 right now.",sent,love
user_5960,love_19 forever,sent,love
user_5961,"BELIEVE INSANELY ME, LOVE_39 TRUST ME",sent,love
user_5962,love_35,sent,love
user_5963,"To absolutely be frank, love_70 at the moment?",sent,love
user_5964,"actually, love_74 for real never",sent,love
user_5965,"Seriously, love_25!?",sent,love
user_5966,Feeling incredibly love no cap?,sent,love
user_5967,LOVE_75. YOU FEEL ME?,sent,love
user_5968,love_47 constantly,sent,love
user_5969,"To be frank, extremely love_75 you know",sent,love
user_5970,This is love,sent,love
user_5971,love_12 damn?,sent,love
user_5972,"To be super frank, love_35?",sent,love
user_5973,"Listen, love_32?",sent,love
user_5974,"TO BE FRANK, LOVE_89 CURRENTLY. AGREE?!?",sent,love
user_5975,love_48 bro. Know what I mean?.,sent,love
user_5976,"I swear, love_74",sent,love
user_5977,love_22,sent,love
user_5978,love_49 for real!?,sent,love
user_5979,love_60,sent,love
user_5980,"You know what, love_64",sent,love
user_5981,"JUST RIDICULOUSLY SO YOU KNOW, LOVE_23",sent,love
user_5982,love_36,sent,love
user_5983,"listen, love_45 for real",sent,love
user_5984,"Hey, love_55 right now",sent,love
user_5985,love_65 man 24/7,sent,love
user_5986,"Just so you know, love_88!?",sent,love
user_5987,love_93 right now,sent,love
user_5988,love_93,sent,love
user_5989,love_62 you know.,sent,love
user_5990,excitement_20 never?!!,sent,excitement
user_5991,excitement_40,sent,excitement
user_5992,excitement_6.,sent,excitement
user_5993,"I swear, excitement_14!!!!",sent,excitement
user_5994,"Honestly, excitement_26 recently. See what I'm saying?...!!",sent,excitement
user_5995,excitement_29,sent,excitement
user_5996,EXCITEMENT_59. UNDERSTAND?,sent,excitement
user_5997,excitement_63.,sent,excitement
user_5998,"I swear, excitement_73!",sent,excitement
user_5999,excitement_87 bro forever. Know what I mean?...,sent,excitement
user_6000,"Believe me, truly excitement_88",sent,excitement
user_6001,excitement_82 damn,sent,excitement
user_6002,excitement_23 bro this moment!!!,sent,excitement
user_6003,EXCITEMENT_17,sent,excitement
user_6004,"To be frank, incredibly excitement_50 bro all the time",sent,excitement
user_6005,Excitement so mood today forever,sent,excitement
user_6006,"Honestly, excitement_41 right now...",sent,excitement
user_6007,excitement_71,sent,excitement
user_6008,excitement_80,sent,excitement
user_6009,"Look, super excitement_84 man always!!!",sent,excitement
user_6010,"Trust me, very excitement_5...",sent,excitement
user_6011,"LOOK, EXCITEMENT_79 LATELY. KNOW WHAT I MEAN?!!!",sent,excitement
user_6012,EXCITEMENT_47 SERIOUSLY...,sent,excitement
user_6013,"Hey, excitement_55 man...!!!",sent,excitement
user_6014,"I SWEAR, INCREDIBLY EXCITEMENT_71 FOR REAL!?",sent,excitement
user_6015,"BY REALLY THE WAY, EXCITEMENT_57. KNOW WHAT I MEAN?...",sent,excitement
user_6016,"To be frank, excitement_29!!",sent,excitement
user_6017,excitement_83. Know what I mean?,sent,excitement
user_6018,"YOU SUPER KNOW WHAT, EXCITEMENT_22",sent,excitement
user_6019,"Honestly, incredibly excitement_7!?",sent,excitement
user_6020,excitement_92...,sent,excitement
user_6021,excitement_31,sent,excitement
user_6022,"I swear, excitement_60",sent,excitement
user_6023,Feeling excitement,sent,excitement
user_6024,"You know what, excitement_50 for real right now",sent,excitement
user_6025,"Hey, super excitement_28 this moment!?",sent,excitement
user_6026,excitement_76 always!?,sent,excitement
user_6027,excitement_71!!!,sent,excitement
user_6028,excitement_64 every day!!,sent,excitement
user_6029,"Just so really you know, excitement_17...",sent,excitement
user_6030,"honestly, totally excitement_31 nowadays. don't you think?",sent,excitement
user_6031,excitement_35,sent,excitement
user_6032,excitement_79?,sent,excitement
user_6033,excitement_0!,sent,excitement
user_6034,excitement_32 seriously.!!!,sent,excitement
user_6035,"Seriously, excitement_88 nowadays",sent,excitement
user_6036,excitement_10,sent,excitement
user_6037,excitement_59 dude never.!!!,sent,excitement
user_6038,"I very swear, excitement_84.!!!",sent,excitement
user_6039,"I swear, excitement_59!",sent,excitement
user_6040,EXCITEMENT_33 YOU KNOW RECENTLY. KNOW WHAT I MEAN?,sent,excitement
user_6041,"Look, insanely excitement_16 at the moment!",sent,excitement
user_6042,excitement_33 honestly.!!,sent,excitement
user_6043,"I truly swear, excitement_84 you know.",sent,excitement
user_6044,"Listen, very excitement_21",sent,excitement
user_6045,excitement_82!,sent,excitement
user_6046,"No joke, excitement_67!?",sent,excitement
user_6047,excitement_23 nowadays,sent,excitement
user_6048,excitement_12 no cap. You feel me?,sent,excitement
user_6049,excitement_32!!,sent,excitement
user_6050,excitement_16 currently.,sent,excitement
user_6051,"TRUST ME, SUPER EXCITEMENT_49 FOR REAL RIGHT NOW?",sent,excitement
user_6052,excitement_55!?,sent,excitement
user_6053,excitement_91 I swear?!,sent,excitement
user_6054,EXCITEMENT_19,sent,excitement
user_6055,excitement_47,sent,excitement
user_6056,excitement_61 this moment,sent,excitement
user_6057,excitement_53 this moment,sent,excitement
user_6058,excitement_51,sent,excitement
user_6059,excitement_63 today right now. Know what I mean?,sent,excitement
user_6060,excitement_79 this moment!!,sent,excitement
user_6061,excitement_64 no cap,sent,excitement
user_6062,"Honestly, extremely excitement_28. See what I'm saying?.!!!",sent,excitement
